date,cornell,State
2017-07-30,2,KS
2017-08-06,4,KS
2017-08-13,2,KS
2017-08-20,1,KS
2017-08-27,4,KS
2017-09-03,1,KS
2017-09-10,4,KS
2017-09-17,1,KS
2017-09-24,2,KS
2017-10-01,2,KS
2017-10-08,3,KS
2017-10-15,1,KS
2017-10-22,2,KS
2017-10-29,1,KS
2017-11-05,2,KS
2017-11-12,3,KS
2017-11-19,2,KS
2017-11-26,1,KS
2017-12-03,1,KS
2017-12-10,4,KS
2017-12-17,3,KS
2017-12-24,4,KS
2017-12-31,3,KS
2018-01-07,3,KS
2018-01-14,2,KS
2018-01-21,3,KS
2018-01-28,1,KS
2018-02-04,1,KS
2018-02-11,2,KS
2018-02-18,3,KS
2018-02-25,1,KS
2018-03-04,3,KS
2018-03-11,6,KS
2018-03-18,1,KS
2018-03-25,1,KS
2018-04-01,3,KS
2018-04-08,1,KS
2018-04-15,3,KS
2018-04-22,4,KS
2018-04-29,2,KS
2018-05-06,4,KS
2018-05-13,3,KS
2018-05-20,4,KS
2018-05-27,1,KS
2018-06-03,3,KS
2018-06-10,1,KS
2018-06-17,2,KS
2018-06-24,1,KS
2018-07-01,0,KS
2018-07-08,1,KS
2018-07-15,1,KS
2018-07-22,2,KS
2018-07-29,5,KS
2018-08-05,5,KS
2018-08-12,1,KS
2018-08-19,1,KS
2018-08-26,1,KS
2018-09-02,1,KS
2018-09-09,3,KS
2018-09-16,1,KS
2018-09-23,2,KS
2018-09-30,1,KS
2018-10-07,3,KS
2018-10-14,1,KS
2018-10-21,4,KS
2018-10-28,3,KS
2018-11-04,2,KS
2018-11-11,2,KS
2018-11-18,1,KS
2018-11-25,3,KS
2018-12-02,3,KS
2018-12-09,2,KS
2018-12-16,2,KS
2018-12-23,1,KS
2018-12-30,2,KS
2015-01-04,2,KY
2015-01-11,2,KY
2015-01-18,3,KY
2015-01-25,2,KY
2015-02-01,2,KY
2015-02-08,2,KY
2015-02-15,2,KY
2015-02-22,3,KY
2015-03-01,2,KY
2015-03-08,3,KY
2015-03-15,4,KY
2015-03-22,2,KY
2015-03-29,4,KY
2015-04-05,3,KY
2015-04-12,3,KY
2015-04-19,1,KY
2015-04-26,2,KY
2015-05-03,4,KY
2015-05-10,1,KY
2015-05-17,2,KY
2015-05-24,2,KY
2015-05-31,4,KY
2015-06-07,2,KY
2015-06-14,1,KY
2015-06-21,1,KY
2015-06-28,1,KY
2015-07-05,3,KY
2015-07-12,1,KY
2015-07-19,2,KY
2015-07-26,2,KY
2015-08-02,2,KY
2015-08-09,2,KY
2015-08-16,2,KY
2015-08-23,1,KY
2015-08-30,3,KY
2015-09-06,2,KY
2015-09-13,1,KY
2015-09-20,3,KY
2015-09-27,2,KY
2015-10-04,1,KY
2015-10-11,1,KY
2015-10-18,3,KY
2015-10-25,3,KY
2015-11-01,1,KY
2015-11-08,3,KY
2015-11-15,2,KY
2015-11-22,3,KY
2015-11-29,3,KY
2015-12-06,3,KY
2015-12-13,3,KY
2015-12-20,2,KY
2015-12-27,3,KY
2016-01-03,4,KY
2016-01-10,0,KY
2016-01-17,0,KY
2016-01-24,3,KY
2016-01-31,1,KY
2016-02-07,0,KY
2016-02-14,0,KY
2016-02-21,2,KY
2016-02-28,2,KY
2016-03-06,2,KY
2016-03-13,2,KY
2016-03-20,2,KY
2016-03-27,2,KY
2016-04-03,1,KY
2016-04-10,2,KY
2016-04-17,3,KY
2016-04-24,1,KY
2016-05-01,2,KY
2016-05-08,0,KY
2016-05-15,3,KY
2016-05-22,1,KY
2016-05-29,2,KY
2016-06-05,1,KY
2016-06-12,1,KY
2016-06-19,1,KY
2016-06-26,1,KY
2016-07-03,5,KY
2016-07-10,2,KY
2016-07-17,1,KY
2016-07-24,2,KY
2016-07-31,2,KY
2016-08-07,1,KY
2016-08-14,2,KY
2016-08-21,1,KY
2016-08-28,3,KY
2016-09-04,3,KY
2016-09-11,0,KY
2016-09-18,2,KY
2016-09-25,0,KY
2016-10-02,1,KY
2016-10-09,2,KY
2016-10-16,2,KY
2016-10-23,1,KY
2016-10-30,1,KY
2016-11-06,3,KY
2016-11-13,0,KY
2016-11-20,0,KY
2016-11-27,1,KY
2016-12-04,3,KY
2016-12-11,1,KY
2016-12-18,2,KY
2016-12-25,0,KY
2017-01-01,3,KY
2017-01-08,1,KY
2017-01-15,1,KY
2017-01-22,2,KY
2017-01-29,2,KY
2017-02-05,2,KY
2017-02-12,1,KY
2017-02-19,2,KY
2017-02-26,2,KY
2017-03-05,1,KY
2017-03-12,1,KY
2017-03-19,2,KY
2017-03-26,2,KY
2017-04-02,3,KY
2017-04-09,1,KY
2017-04-16,3,KY
2017-04-23,2,KY
2017-04-30,3,KY
2017-05-07,3,KY
2017-05-14,100,KY
2017-05-21,24,KY
2017-05-28,6,KY
2017-06-04,6,KY
2017-06-11,5,KY
2017-06-18,3,KY
2017-06-25,2,KY
2017-07-02,3,KY
2017-07-09,2,KY
2017-07-16,18,KY
2017-07-23,6,KY
2017-07-30,3,KY
2017-08-06,3,KY
2017-08-13,2,KY
2017-08-20,2,KY
2017-08-27,2,KY
2017-09-03,1,KY
2017-09-10,3,KY
2017-09-17,2,KY
2017-09-24,1,KY
2017-10-01,1,KY
2017-10-08,3,KY
2017-10-15,2,KY
2017-10-22,2,KY
2017-10-29,2,KY
2017-11-05,1,KY
2017-11-12,2,KY
2017-11-19,2,KY
2017-11-26,1,KY
2017-12-03,1,KY
2017-12-10,1,KY
2017-12-17,3,KY
2017-12-24,1,KY
2017-12-31,1,KY
2018-01-07,1,KY
2018-01-14,1,KY
2018-01-21,2,KY
2018-01-28,1,KY
2018-02-04,1,KY
2018-02-11,1,KY
2018-02-18,2,KY
2018-02-25,2,KY
2018-03-04,2,KY
2018-03-11,1,KY
2018-03-18,1,KY
2018-03-25,2,KY
2018-04-01,2,KY
2018-04-08,1,KY
2018-04-15,1,KY
2018-04-22,1,KY
2018-04-29,2,KY
2018-05-06,1,KY
2018-05-13,4,KY
2018-05-20,2,KY
2018-05-27,3,KY
2018-06-03,2,KY
2018-06-10,1,KY
2018-06-17,2,KY
2018-06-24,2,KY
2018-07-01,0,KY
2018-07-08,1,KY
2018-07-15,0,KY
2018-07-22,3,KY
2018-07-29,2,KY
2018-08-05,2,KY
2018-08-12,4,KY
2018-08-19,3,KY
2018-08-26,2,KY
2018-09-02,3,KY
2018-09-09,2,KY
2018-09-16,3,KY
2018-09-23,1,KY
2018-09-30,2,KY
2018-10-07,4,KY
2018-10-14,2,KY
2018-10-21,2,KY
2018-10-28,2,KY
2018-11-04,3,KY
2018-11-11,2,KY
2018-11-18,2,KY
2018-11-25,1,KY
2018-12-02,3,KY
2018-12-09,1,KY
2018-12-16,2,KY
2018-12-23,1,KY
2018-12-30,1,KY
2015-01-04,2,LA
2015-01-11,0,LA
2015-01-18,2,LA
2015-01-25,4,LA
2015-02-01,2,LA
2015-02-08,2,LA
2015-02-15,1,LA
2015-02-22,0,LA
2015-03-01,3,LA
2015-03-08,1,LA
2015-03-15,3,LA
2015-03-22,3,LA
2015-03-29,3,LA
2015-04-05,2,LA
2015-04-12,3,LA
2015-04-19,4,LA
2015-04-26,4,LA
2015-05-03,9,LA
2015-05-10,1,LA
2015-05-17,0,LA
2015-05-24,1,LA
2015-05-31,2,LA
2015-06-07,4,LA
2015-06-14,1,LA
2015-06-21,1,LA
2015-06-28,1,LA
2015-07-05,1,LA
2015-07-12,2,LA
2015-07-19,3,LA
2015-07-26,4,LA
2015-08-02,0,LA
2015-08-09,2,LA
2015-08-16,2,LA
2015-08-23,3,LA
2015-08-30,1,LA
2015-09-06,4,LA
2015-09-13,4,LA
2015-09-20,1,LA
2015-09-27,4,LA
2015-10-04,5,LA
2015-10-11,6,LA
2015-10-18,3,LA
2015-10-25,2,LA
2015-11-01,5,LA
2015-11-08,1,LA
2015-11-15,2,LA
2015-11-22,3,LA
2015-11-29,1,LA
2015-12-06,2,LA
2015-12-13,5,LA
2015-12-20,2,LA
2015-12-27,6,LA
2016-01-03,1,LA
2016-01-10,3,LA
2016-01-17,3,LA
2016-01-24,2,LA
2016-01-31,5,LA
2016-02-07,3,LA
2016-02-14,0,LA
2016-02-21,1,LA
2016-02-28,2,LA
2016-03-06,1,LA
2016-03-13,2,LA
2016-03-20,3,LA
2016-03-27,3,LA
2016-04-03,3,LA
2016-04-10,5,LA
2016-04-17,1,LA
2016-04-24,4,LA
2016-05-01,3,LA
2016-05-08,1,LA
2016-05-15,4,LA
2016-05-22,3,LA
2016-05-29,2,LA
2016-06-05,0,LA
2016-06-12,1,LA
2016-06-19,2,LA
2016-06-26,3,LA
2016-07-03,0,LA
2016-07-10,1,LA
2016-07-17,2,LA
2016-07-24,1,LA
2016-07-31,1,LA
2016-08-07,1,LA
2016-08-14,1,LA
2016-08-21,3,LA
2016-08-28,4,LA
2016-09-04,1,LA
2016-09-11,2,LA
2016-09-18,5,LA
2016-09-25,4,LA
2016-10-02,1,LA
2016-10-09,4,LA
2016-10-16,3,LA
2016-10-23,3,LA
2016-10-30,2,LA
2016-11-06,4,LA
2016-11-13,1,LA
2016-11-20,1,LA
2016-11-27,3,LA
2016-12-04,5,LA
2016-12-11,5,LA
2016-12-18,1,LA
2016-12-25,3,LA
2017-01-01,2,LA
2017-01-08,1,LA
2017-01-15,2,LA
2017-01-22,1,LA
2017-01-29,3,LA
2017-02-05,1,LA
2017-02-12,3,LA
2017-02-19,1,LA
2017-02-26,2,LA
2017-03-05,3,LA
2017-03-12,3,LA
2017-03-19,1,LA
2017-03-26,2,LA
2017-04-02,2,LA
2017-04-09,1,LA
2017-04-16,2,LA
2017-04-23,2,LA
2017-04-30,2,LA
2017-05-07,3,LA
2017-05-14,100,LA
2017-05-21,31,LA
2017-05-28,6,LA
2017-06-04,4,LA
2017-06-11,7,LA
2017-06-18,3,LA
2017-06-25,1,LA
2017-07-02,3,LA
2017-07-09,4,LA
2017-07-16,16,LA
2017-07-23,4,LA
2017-07-30,5,LA
2017-08-06,4,LA
2017-08-13,4,LA
2017-08-20,3,LA
2017-08-27,4,LA
2017-09-03,1,LA
2017-09-10,1,LA
2017-09-17,2,LA
2017-09-24,3,LA
2017-10-01,2,LA
2017-10-08,3,LA
2017-10-15,3,LA
2017-10-22,3,LA
2017-10-29,2,LA
2017-11-05,3,LA
2017-11-12,3,LA
2017-11-19,0,LA
2017-11-26,2,LA
2017-12-03,3,LA
2017-12-10,2,LA
2017-12-17,1,LA
2017-12-24,2,LA
2017-12-31,2,LA
2018-01-07,1,LA
2018-01-14,4,LA
2018-01-21,4,LA
2018-01-28,2,LA
2018-02-04,2,LA
2018-02-11,1,LA
2018-02-18,5,LA
2018-02-25,2,LA
2018-03-04,3,LA
2018-03-11,2,LA
2018-03-18,2,LA
2018-03-25,4,LA
2018-04-01,2,LA
2018-04-08,2,LA
2018-04-15,3,LA
2018-04-22,3,LA
2018-04-29,2,LA
2018-05-06,2,LA
2018-05-13,4,LA
2018-05-20,1,LA
2018-05-27,2,LA
2018-06-03,2,LA
2018-06-10,3,LA
2018-06-17,2,LA
2018-06-24,3,LA
2018-07-01,3,LA
2018-07-08,2,LA
2018-07-15,3,LA
2018-07-22,1,LA
2018-07-29,4,LA
2018-08-05,3,LA
2018-08-12,2,LA
2018-08-19,2,LA
2018-08-26,4,LA
2018-09-02,4,LA
2018-09-09,3,LA
2018-09-16,2,LA
2018-09-23,4,LA
2018-09-30,1,LA
2018-10-07,3,LA
2018-10-14,2,LA
2018-10-21,3,LA
2018-10-28,4,LA
2018-11-04,2,LA
2018-11-11,3,LA
2018-11-18,3,LA
2018-11-25,3,LA
2018-12-02,3,LA
2018-12-09,3,LA
2018-12-16,1,LA
2018-12-23,2,LA
2018-12-30,1,LA
2015-01-04,9,ME
2015-01-11,3,ME
2015-01-18,4,ME
2015-01-25,0,ME
2015-02-01,3,ME
2015-02-08,2,ME
2015-02-15,2,ME
2015-02-22,0,ME
2015-03-01,3,ME
2015-03-08,2,ME
2015-03-15,3,ME
2015-03-22,3,ME
2015-03-29,3,ME
2015-04-05,7,ME
2015-04-12,11,ME
2015-04-19,3,ME
2015-04-26,9,ME
2015-05-03,6,ME
2015-05-10,7,ME
2015-05-17,3,ME
2015-05-24,3,ME
2015-05-31,2,ME
2015-06-07,3,ME
2015-06-14,7,ME
2015-06-21,7,ME
2015-06-28,0,ME
2015-07-05,3,ME
2015-07-12,5,ME
2015-07-19,3,ME
2015-07-26,5,ME
2015-08-02,3,ME
2015-08-09,0,ME
2015-08-16,3,ME
2015-08-23,4,ME
2015-08-30,6,ME
2015-09-06,3,ME
2015-09-13,4,ME
2015-09-20,4,ME
2015-09-27,3,ME
2015-10-04,4,ME
2015-10-11,4,ME
2015-10-18,3,ME
2015-10-25,3,ME
2015-11-01,4,ME
2015-11-08,1,ME
2015-11-15,3,ME
2015-11-22,0,ME
2015-11-29,3,ME
2015-12-06,4,ME
2015-12-13,3,ME
2015-12-20,0,ME
2015-12-27,3,ME
2016-01-03,3,ME
2016-01-10,4,ME
2016-01-17,4,ME
2016-01-24,4,ME
2016-01-31,4,ME
2016-02-07,2,ME
2016-02-14,9,ME
2016-02-21,1,ME
2016-02-28,8,ME
2016-03-06,3,ME
2016-03-13,1,ME
2016-03-20,5,ME
2016-03-27,4,ME
2016-04-03,7,ME
2016-04-10,6,ME
2016-04-17,4,ME
2016-04-24,5,ME
2016-05-01,6,ME
2016-05-08,1,ME
2016-05-15,4,ME
2016-05-22,3,ME
2016-05-29,0,ME
2016-06-05,2,ME
2016-06-12,4,ME
2016-06-19,1,ME
2016-06-26,0,ME
2016-07-03,3,ME
2016-07-10,3,ME
2016-07-17,3,ME
2016-07-24,0,ME
2016-07-31,1,ME
2016-08-07,2,ME
2016-08-14,4,ME
2016-08-21,3,ME
2016-08-28,6,ME
2016-09-04,4,ME
2016-09-11,1,ME
2016-09-18,6,ME
2016-09-25,5,ME
2016-10-02,4,ME
2016-10-09,1,ME
2016-10-16,2,ME
2016-10-23,1,ME
2016-10-30,2,ME
2016-11-06,1,ME
2016-11-13,5,ME
2016-11-20,2,ME
2016-11-27,7,ME
2016-12-04,3,ME
2016-12-11,2,ME
2016-12-18,3,ME
2016-12-25,0,ME
2017-01-01,6,ME
2017-01-08,1,ME
2017-01-15,1,ME
2017-01-22,2,ME
2017-01-29,5,ME
2017-02-05,2,ME
2017-02-12,2,ME
2017-02-19,4,ME
2017-02-26,3,ME
2017-03-05,1,ME
2017-03-12,2,ME
2017-03-19,7,ME
2017-03-26,1,ME
2017-04-02,5,ME
2017-04-09,2,ME
2017-04-16,0,ME
2017-04-23,2,ME
2017-04-30,2,ME
2017-05-07,2,ME
2017-05-14,100,ME
2017-05-21,16,ME
2017-05-28,16,ME
2017-06-04,5,ME
2017-06-11,1,ME
2017-06-18,7,ME
2017-06-25,2,ME
2017-07-02,6,ME
2017-07-09,2,ME
2017-07-16,13,ME
2017-07-23,6,ME
2017-07-30,7,ME
2017-08-06,7,ME
2017-08-13,8,ME
2017-08-20,4,ME
2017-08-27,3,ME
2017-09-03,3,ME
2017-09-10,4,ME
2017-09-17,5,ME
2017-09-24,5,ME
2017-10-01,4,ME
2017-10-08,2,ME
2017-10-15,1,ME
2017-10-22,2,ME
2017-10-29,2,ME
2017-11-05,4,ME
2017-11-12,1,ME
2017-11-19,0,ME
2017-11-26,0,ME
2017-12-03,2,ME
2017-12-10,4,ME
2017-12-17,7,ME
2017-12-24,2,ME
2017-12-31,2,ME
2018-01-07,3,ME
2018-01-14,3,ME
2018-01-21,5,ME
2018-01-28,3,ME
2018-02-04,5,ME
2018-02-11,5,ME
2018-02-18,3,ME
2018-02-25,4,ME
2018-03-04,4,ME
2018-03-11,7,ME
2018-03-18,2,ME
2018-03-25,4,ME
2018-04-01,3,ME
2018-04-08,4,ME
2018-04-15,3,ME
2018-04-22,4,ME
2018-04-29,6,ME
2018-05-06,7,ME
2018-05-13,4,ME
2018-05-20,1,ME
2018-05-27,3,ME
2018-06-03,2,ME
2018-06-10,5,ME
2018-06-17,2,ME
2018-06-24,0,ME
2018-07-01,5,ME
2018-07-08,3,ME
2018-07-15,2,ME
2018-07-22,3,ME
2018-07-29,1,ME
2018-08-05,5,ME
2018-08-12,4,ME
2018-08-19,2,ME
2018-08-26,3,ME
2018-09-02,0,ME
2018-09-09,3,ME
2018-09-16,7,ME
2018-09-23,6,ME
2018-09-30,0,ME
2018-10-07,3,ME
2018-10-14,2,ME
2018-10-21,5,ME
2018-10-28,2,ME
2018-11-04,4,ME
2018-11-11,3,ME
2018-11-18,1,ME
2018-11-25,2,ME
2018-12-02,4,ME
2018-12-09,4,ME
2018-12-16,2,ME
2018-12-23,5,ME
2018-12-30,2,ME
2015-01-04,5,MD
2015-01-11,8,MD
2015-01-18,4,MD
2015-01-25,2,MD
2015-02-01,10,MD
2015-02-08,7,MD
2015-02-15,5,MD
2015-02-22,5,MD
2015-03-01,5,MD
2015-03-08,11,MD
2015-03-15,7,MD
2015-03-22,5,MD
2015-03-29,8,MD
2015-04-05,6,MD
2015-04-12,2,MD
2015-04-19,10,MD
2015-04-26,7,MD
2015-05-03,7,MD
2015-05-10,7,MD
2015-05-17,5,MD
2015-05-24,6,MD
2015-05-31,7,MD
2015-06-07,10,MD
2015-06-14,4,MD
2015-06-21,5,MD
2015-06-28,6,MD
2015-07-05,6,MD
2015-07-12,1,MD
2015-07-19,4,MD
2015-07-26,9,MD
2015-08-02,5,MD
2015-08-09,6,MD
2015-08-16,5,MD
2015-08-23,3,MD
2015-08-30,8,MD
2015-09-06,8,MD
2015-09-13,4,MD
2015-09-20,12,MD
2015-09-27,5,MD
2015-10-04,9,MD
2015-10-11,11,MD
2015-10-18,9,MD
2015-10-25,5,MD
2015-11-01,6,MD
2015-11-08,5,MD
2015-11-15,9,MD
2015-11-22,6,MD
2015-11-29,5,MD
2015-12-06,4,MD
2015-12-13,6,MD
2015-12-20,7,MD
2015-12-27,7,MD
2016-01-03,8,MD
2016-01-10,5,MD
2016-01-17,5,MD
2016-01-24,7,MD
2016-01-31,5,MD
2016-02-07,4,MD
2016-02-14,5,MD
2016-02-21,6,MD
2016-02-28,6,MD
2016-03-06,8,MD
2016-03-13,8,MD
2016-03-20,5,MD
2016-03-27,5,MD
2016-04-03,4,MD
2016-04-10,6,MD
2016-04-17,6,MD
2016-04-24,4,MD
2016-05-01,6,MD
2016-05-08,5,MD
2016-05-15,6,MD
2016-05-22,6,MD
2016-05-29,4,MD
2016-06-05,2,MD
2016-06-12,5,MD
2016-06-19,6,MD
2016-06-26,4,MD
2016-07-03,5,MD
2016-07-10,5,MD
2016-07-17,5,MD
2016-07-24,5,MD
2016-07-31,4,MD
2016-08-07,5,MD
2016-08-14,8,MD
2016-08-21,7,MD
2016-08-28,7,MD
2016-09-04,5,MD
2016-09-11,7,MD
2016-09-18,6,MD
2016-09-25,7,MD
2016-10-02,5,MD
2016-10-09,9,MD
2016-10-16,7,MD
2016-10-23,5,MD
2016-10-30,5,MD
2016-11-06,3,MD
2016-11-13,7,MD
2016-11-20,6,MD
2016-11-27,6,MD
2016-12-04,8,MD
2016-12-11,4,MD
2016-12-18,8,MD
2016-12-25,3,MD
2017-01-01,4,MD
2017-01-08,5,MD
2017-01-15,4,MD
2017-01-22,6,MD
2017-01-29,8,MD
2017-02-05,3,MD
2017-02-12,6,MD
2017-02-19,5,MD
2017-02-26,6,MD
2017-03-05,7,MD
2017-03-12,6,MD
2017-03-19,7,MD
2017-03-26,7,MD
2017-04-02,9,MD
2017-04-09,6,MD
2017-04-16,5,MD
2017-04-23,7,MD
2017-04-30,8,MD
2017-05-07,5,MD
2017-05-14,100,MD
2017-05-21,28,MD
2017-05-28,14,MD
2017-06-04,10,MD
2017-06-11,3,MD
2017-06-18,4,MD
2017-06-25,7,MD
2017-07-02,5,MD
2017-07-09,9,MD
2017-07-16,17,MD
2017-07-23,8,MD
2017-07-30,10,MD
2017-08-06,9,MD
2017-08-13,7,MD
2017-08-20,6,MD
2017-08-27,7,MD
2017-09-03,4,MD
2017-09-10,4,MD
2017-09-17,7,MD
2017-09-24,7,MD
2017-10-01,7,MD
2017-10-08,6,MD
2017-10-15,5,MD
2017-10-22,8,MD
2017-10-29,7,MD
2017-11-05,5,MD
2017-11-12,8,MD
2017-11-19,5,MD
2017-11-26,3,MD
2017-12-03,4,MD
2017-12-10,8,MD
2017-12-17,7,MD
2017-12-24,6,MD
2017-12-31,5,MD
2018-01-07,6,MD
2018-01-14,6,MD
2018-01-21,5,MD
2018-01-28,5,MD
2018-02-04,3,MD
2018-02-11,5,MD
2018-02-18,5,MD
2018-02-25,4,MD
2018-03-04,3,MD
2018-03-11,6,MD
2018-03-18,8,MD
2018-03-25,4,MD
2018-04-01,5,MD
2018-04-08,7,MD
2018-04-15,6,MD
2018-04-22,4,MD
2018-04-29,4,MD
2018-05-06,6,MD
2018-05-13,6,MD
2018-05-20,7,MD
2018-05-27,5,MD
2018-06-03,5,MD
2018-06-10,5,MD
2018-06-17,5,MD
2018-06-24,4,MD
2018-07-01,4,MD
2018-07-08,4,MD
2018-07-15,5,MD
2018-07-22,4,MD
2018-07-29,6,MD
2018-08-05,4,MD
2018-08-12,5,MD
2018-08-19,2,MD
2018-08-26,5,MD
2018-09-02,4,MD
2018-09-09,4,MD
2018-09-16,5,MD
2018-09-23,6,MD
2018-09-30,4,MD
2018-10-07,5,MD
2018-10-14,8,MD
2018-10-21,4,MD
2018-10-28,5,MD
2018-11-04,3,MD
2018-11-11,5,MD
2018-11-18,6,MD
2018-11-25,5,MD
2018-12-02,4,MD
2018-12-09,6,MD
2018-12-16,5,MD
2018-12-23,3,MD
2018-12-30,5,MD
2015-01-04,8,MA
2015-01-11,8,MA
2015-01-18,5,MA
2015-01-25,7,MA
2015-02-01,5,MA
2015-02-08,7,MA
2015-02-15,8,MA
2015-02-22,6,MA
2015-03-01,9,MA
2015-03-08,5,MA
2015-03-15,8,MA
2015-03-22,10,MA
2015-03-29,10,MA
2015-04-05,6,MA
2015-04-12,3,MA
2015-04-19,7,MA
2015-04-26,5,MA
2015-05-03,10,MA
2015-05-10,3,MA
2015-05-17,6,MA
2015-05-24,7,MA
2015-05-31,8,MA
2015-06-07,4,MA
2015-06-14,6,MA
2015-06-21,8,MA
2015-06-28,5,MA
2015-07-05,6,MA
2015-07-12,6,MA
2015-07-19,6,MA
2015-07-26,5,MA
2015-08-02,7,MA
2015-08-09,9,MA
2015-08-16,8,MA
2015-08-23,6,MA
2015-08-30,6,MA
2015-09-06,7,MA
2015-09-13,5,MA
2015-09-20,7,MA
2015-09-27,9,MA
2015-10-04,7,MA
2015-10-11,9,MA
2015-10-18,9,MA
2015-10-25,6,MA
2015-11-01,6,MA
2015-11-08,5,MA
2015-11-15,6,MA
2015-11-22,5,MA
2015-11-29,8,MA
2015-12-06,7,MA
2015-12-13,7,MA
2015-12-20,7,MA
2015-12-27,4,MA
2016-01-03,5,MA
2016-01-10,4,MA
2016-01-17,7,MA
2016-01-24,7,MA
2016-01-31,6,MA
2016-02-07,6,MA
2016-02-14,9,MA
2016-02-21,6,MA
2016-02-28,7,MA
2016-03-06,5,MA
2016-03-13,7,MA
2016-03-20,6,MA
2016-03-27,9,MA
2016-04-03,6,MA
2016-04-10,5,MA
2016-04-17,7,MA
2016-04-24,6,MA
2016-05-01,5,MA
2016-05-08,6,MA
2016-05-15,5,MA
2016-05-22,5,MA
2016-05-29,5,MA
2016-06-05,6,MA
2016-06-12,4,MA
2016-06-19,5,MA
2016-06-26,6,MA
2016-07-03,7,MA
2016-07-10,5,MA
2016-07-17,6,MA
2016-07-24,5,MA
2016-07-31,6,MA
2016-08-07,4,MA
2016-08-14,6,MA
2016-08-21,5,MA
2016-08-28,7,MA
2016-09-04,4,MA
2016-09-11,5,MA
2016-09-18,7,MA
2016-09-25,5,MA
2016-10-02,6,MA
2016-10-09,7,MA
2016-10-16,6,MA
2016-10-23,6,MA
2016-10-30,6,MA
2016-11-06,6,MA
2016-11-13,5,MA
2016-11-20,6,MA
2016-11-27,8,MA
2016-12-04,7,MA
2016-12-11,6,MA
2016-12-18,6,MA
2016-12-25,5,MA
2017-01-01,5,MA
2017-01-08,6,MA
2017-01-15,5,MA
2017-01-22,7,MA
2017-01-29,5,MA
2017-02-05,5,MA
2017-02-12,5,MA
2017-02-19,5,MA
2017-02-26,6,MA
2017-03-05,8,MA
2017-03-12,6,MA
2017-03-19,8,MA
2017-03-26,8,MA
2017-04-02,7,MA
2017-04-09,6,MA
2017-04-16,6,MA
2017-04-23,7,MA
2017-04-30,8,MA
2017-05-07,6,MA
2017-05-14,100,MA
2017-05-21,28,MA
2017-05-28,13,MA
2017-06-04,9,MA
2017-06-11,6,MA
2017-06-18,7,MA
2017-06-25,6,MA
2017-07-02,8,MA
2017-07-09,7,MA
2017-07-16,19,MA
2017-07-23,12,MA
2017-07-30,10,MA
2017-08-06,8,MA
2017-08-13,8,MA
2017-08-20,5,MA
2017-08-27,6,MA
2017-09-03,5,MA
2017-09-10,5,MA
2017-09-17,8,MA
2017-09-24,8,MA
2017-10-01,6,MA
2017-10-08,6,MA
2017-10-15,7,MA
2017-10-22,7,MA
2017-10-29,6,MA
2017-11-05,6,MA
2017-11-12,5,MA
2017-11-19,5,MA
2017-11-26,5,MA
2017-12-03,4,MA
2017-12-10,7,MA
2017-12-17,6,MA
2017-12-24,7,MA
2017-12-31,5,MA
2018-01-07,7,MA
2018-01-14,4,MA
2018-01-21,5,MA
2018-01-28,6,MA
2018-02-04,8,MA
2018-02-11,7,MA
2018-02-18,7,MA
2018-02-25,5,MA
2018-03-04,7,MA
2018-03-11,6,MA
2018-03-18,8,MA
2018-03-25,7,MA
2018-04-01,4,MA
2018-04-08,6,MA
2018-04-15,5,MA
2018-04-22,4,MA
2018-04-29,3,MA
2018-05-06,6,MA
2018-05-13,7,MA
2018-05-20,6,MA
2018-05-27,7,MA
2018-06-03,6,MA
2018-06-10,5,MA
2018-06-17,5,MA
2018-06-24,5,MA
2018-07-01,5,MA
2018-07-08,5,MA
2018-07-15,7,MA
2018-07-22,6,MA
2018-07-29,6,MA
2018-08-05,5,MA
2018-08-12,7,MA
2018-08-19,6,MA
2018-08-26,3,MA
2018-09-02,7,MA
2018-09-09,6,MA
2018-09-16,5,MA
2018-09-23,5,MA
2018-09-30,7,MA
2018-10-07,6,MA
2018-10-14,6,MA
2018-10-21,6,MA
2018-10-28,8,MA
2018-11-04,7,MA
2018-11-11,6,MA
2018-11-18,5,MA
2018-11-25,8,MA
2018-12-02,5,MA
2018-12-09,5,MA
2018-12-16,6,MA
2018-12-23,4,MA
2018-12-30,6,MA
2015-01-04,2,MI
2015-01-11,4,MI
2015-01-18,2,MI
2015-01-25,3,MI
2015-02-01,1,MI
2015-02-08,2,MI
2015-02-15,2,MI
2015-02-22,2,MI
2015-03-01,3,MI
2015-03-08,4,MI
2015-03-15,2,MI
2015-03-22,2,MI
2015-03-29,4,MI
2015-04-05,2,MI
2015-04-12,2,MI
2015-04-19,2,MI
2015-04-26,3,MI
2015-05-03,4,MI
2015-05-10,1,MI
2015-05-17,3,MI
2015-05-24,3,MI
2015-05-31,2,MI
2015-06-07,2,MI
2015-06-14,2,MI
2015-06-21,2,MI
2015-06-28,2,MI
2015-07-05,2,MI
2015-07-12,2,MI
2015-07-19,1,MI
2015-07-26,2,MI
2015-08-02,2,MI
2015-08-09,2,MI
2015-08-16,2,MI
2015-08-23,2,MI
2015-08-30,2,MI
2015-09-06,2,MI
2015-09-13,3,MI
2015-09-20,2,MI
2015-09-27,1,MI
2015-10-04,2,MI
2015-10-11,3,MI
2015-10-18,2,MI
2015-10-25,2,MI
2015-11-01,3,MI
2015-11-08,2,MI
2015-11-15,2,MI
