date,ebay,State
2016-04-10,67,PA
2016-04-17,65,PA
2016-04-24,65,PA
2016-05-01,69,PA
2016-05-08,63,PA
2016-05-15,69,PA
2016-05-22,61,PA
2016-05-29,65,PA
2016-06-05,70,PA
2016-06-12,65,PA
2016-06-19,66,PA
2016-06-26,68,PA
2016-07-03,66,PA
2016-07-10,70,PA
2016-07-17,68,PA
2016-07-24,69,PA
2016-07-31,75,PA
2016-08-07,65,PA
2016-08-14,65,PA
2016-08-21,64,PA
2016-08-28,61,PA
2016-09-04,63,PA
2016-09-11,64,PA
2016-09-18,60,PA
2016-09-25,62,PA
2016-10-02,64,PA
2016-10-09,62,PA
2016-10-16,65,PA
2016-10-23,57,PA
2016-10-30,64,PA
2016-11-06,55,PA
2016-11-13,66,PA
2016-11-20,76,PA
2016-11-27,74,PA
2016-12-04,72,PA
2016-12-11,72,PA
2016-12-18,62,PA
2016-12-25,70,PA
2017-01-01,71,PA
2017-01-08,62,PA
2017-01-15,62,PA
2017-01-22,64,PA
2017-01-29,59,PA
2017-02-05,62,PA
2017-02-12,61,PA
2017-02-19,63,PA
2017-02-26,69,PA
2017-03-05,72,PA
2017-03-12,63,PA
2017-03-19,66,PA
2017-03-26,63,PA
2017-04-02,61,PA
2017-04-09,60,PA
2017-04-16,62,PA
2017-04-23,64,PA
2017-04-30,67,PA
2017-05-07,65,PA
2017-05-14,69,PA
2017-05-21,66,PA
2017-05-28,70,PA
2017-06-04,60,PA
2017-06-11,62,PA
2017-06-18,57,PA
2017-06-25,60,PA
2017-07-02,63,PA
2017-07-09,61,PA
2017-07-16,65,PA
2017-07-23,68,PA
2017-07-30,69,PA
2017-08-06,67,PA
2017-08-13,73,PA
2017-08-20,70,PA
2017-08-27,66,PA
2017-09-03,61,PA
2017-09-10,63,PA
2017-09-17,61,PA
2017-09-24,58,PA
2017-10-01,60,PA
2017-10-08,59,PA
2017-10-15,62,PA
2017-10-22,58,PA
2017-10-29,55,PA
2017-11-05,60,PA
2017-11-12,62,PA
2017-11-19,65,PA
2017-11-26,64,PA
2017-12-03,65,PA
2017-12-10,63,PA
2017-12-17,58,PA
2017-12-24,60,PA
2017-12-31,53,PA
2018-01-07,56,PA
2018-01-14,57,PA
2018-01-21,58,PA
2018-01-28,62,PA
2018-02-04,57,PA
2018-02-11,54,PA
2018-02-18,60,PA
2018-02-25,58,PA
2018-03-04,64,PA
2018-03-11,60,PA
2018-03-18,61,PA
2018-03-25,57,PA
2018-04-01,63,PA
2018-04-08,58,PA
2018-04-15,57,PA
2018-04-22,58,PA
2018-04-29,49,PA
2018-05-06,50,PA
2018-05-13,57,PA
2018-05-20,53,PA
2018-05-27,54,PA
2018-06-03,58,PA
2018-06-10,55,PA
2018-06-17,53,PA
2018-06-24,56,PA
2018-07-01,57,PA
2018-07-08,56,PA
2018-07-15,56,PA
2018-07-22,55,PA
2018-07-29,55,PA
2018-08-05,56,PA
2018-08-12,53,PA
2018-08-19,53,PA
2018-08-26,52,PA
2018-09-02,50,PA
2018-09-09,47,PA
2018-09-16,53,PA
2018-09-23,50,PA
2018-09-30,47,PA
2018-10-07,45,PA
2018-10-14,50,PA
2018-10-21,51,PA
2018-10-28,48,PA
2018-11-04,51,PA
2018-11-11,52,PA
2018-11-18,60,PA
2018-11-25,59,PA
2018-12-02,55,PA
2018-12-09,56,PA
2018-12-16,54,PA
2018-12-23,50,PA
2018-12-30,50,PA
2015-01-04,74,RI
2015-01-11,73,RI
2015-01-18,72,RI
2015-01-25,65,RI
2015-02-01,60,RI
2015-02-08,62,RI
2015-02-15,78,RI
2015-02-22,76,RI
2015-03-01,69,RI
2015-03-08,71,RI
2015-03-15,73,RI
2015-03-22,68,RI
2015-03-29,71,RI
2015-04-05,54,RI
2015-04-12,66,RI
2015-04-19,100,RI
2015-04-26,62,RI
2015-05-03,62,RI
2015-05-10,59,RI
2015-05-17,42,RI
2015-05-24,67,RI
2015-05-31,63,RI
2015-06-07,70,RI
2015-06-14,57,RI
2015-06-21,59,RI
2015-06-28,60,RI
2015-07-05,58,RI
2015-07-12,59,RI
2015-07-19,74,RI
2015-07-26,72,RI
2015-08-02,62,RI
2015-08-09,71,RI
2015-08-16,80,RI
2015-08-23,64,RI
2015-08-30,69,RI
2015-09-06,64,RI
2015-09-13,62,RI
2015-09-20,53,RI
2015-09-27,63,RI
2015-10-04,54,RI
2015-10-11,49,RI
2015-10-18,70,RI
2015-10-25,60,RI
2015-11-01,69,RI
2015-11-08,59,RI
2015-11-15,67,RI
2015-11-22,67,RI
2015-11-29,60,RI
2015-12-06,55,RI
2015-12-13,54,RI
2015-12-20,48,RI
2015-12-27,63,RI
2016-01-03,63,RI
2016-01-10,46,RI
2016-01-17,58,RI
2016-01-24,45,RI
2016-01-31,39,RI
2016-02-07,41,RI
2016-02-14,62,RI
2016-02-21,41,RI
2016-02-28,60,RI
2016-03-06,45,RI
2016-03-13,57,RI
2016-03-20,42,RI
2016-03-27,50,RI
2016-04-03,42,RI
2016-04-10,51,RI
2016-04-17,51,RI
2016-04-24,48,RI
2016-05-01,45,RI
2016-05-08,55,RI
2016-05-15,48,RI
2016-05-22,48,RI
2016-05-29,52,RI
2016-06-05,56,RI
2016-06-12,48,RI
2016-06-19,39,RI
2016-06-26,52,RI
2016-07-03,40,RI
2016-07-10,43,RI
2016-07-17,40,RI
2016-07-24,57,RI
2016-07-31,55,RI
2016-08-07,39,RI
2016-08-14,45,RI
2016-08-21,65,RI
2016-08-28,51,RI
2016-09-04,41,RI
2016-09-11,37,RI
2016-09-18,48,RI
2016-09-25,41,RI
2016-10-02,59,RI
2016-10-09,44,RI
2016-10-16,40,RI
2016-10-23,30,RI
2016-10-30,44,RI
2016-11-06,41,RI
2016-11-13,62,RI
2016-11-20,53,RI
2016-11-27,53,RI
2016-12-04,45,RI
2016-12-11,49,RI
2016-12-18,49,RI
2016-12-25,50,RI
2017-01-01,42,RI
2017-01-08,43,RI
2017-01-15,48,RI
2017-01-22,40,RI
2017-01-29,41,RI
2017-02-05,37,RI
2017-02-12,43,RI
2017-02-19,42,RI
2017-02-26,45,RI
2017-03-05,38,RI
2017-03-12,46,RI
2017-03-19,47,RI
2017-03-26,46,RI
2017-04-02,44,RI
2017-04-09,42,RI
2017-04-16,48,RI
2017-04-23,36,RI
2017-04-30,40,RI
2017-05-07,48,RI
2017-05-14,48,RI
2017-05-21,42,RI
2017-05-28,37,RI
2017-06-04,47,RI
2017-06-11,51,RI
2017-06-18,36,RI
2017-06-25,37,RI
2017-07-02,49,RI
2017-07-09,46,RI
2017-07-16,40,RI
2017-07-23,50,RI
2017-07-30,45,RI
2017-08-06,44,RI
2017-08-13,50,RI
2017-08-20,47,RI
2017-08-27,53,RI
2017-09-03,50,RI
2017-09-10,48,RI
2017-09-17,41,RI
2017-09-24,42,RI
2017-10-01,46,RI
2017-10-08,51,RI
2017-10-15,44,RI
2017-10-22,39,RI
2017-10-29,35,RI
2017-11-05,33,RI
2017-11-12,44,RI
2017-11-19,57,RI
2017-11-26,41,RI
2017-12-03,43,RI
2017-12-10,44,RI
2017-12-17,38,RI
2017-12-24,53,RI
2017-12-31,43,RI
2018-01-07,36,RI
2018-01-14,41,RI
2018-01-21,43,RI
2018-01-28,42,RI
2018-02-04,32,RI
2018-02-11,40,RI
2018-02-18,45,RI
2018-02-25,27,RI
2018-03-04,27,RI
2018-03-11,36,RI
2018-03-18,29,RI
2018-03-25,36,RI
2018-04-01,40,RI
2018-04-08,38,RI
2018-04-15,45,RI
2018-04-22,40,RI
2018-04-29,41,RI
2018-05-06,38,RI
2018-05-13,31,RI
2018-05-20,36,RI
2018-05-27,35,RI
2018-06-03,40,RI
2018-06-10,43,RI
2018-06-17,37,RI
2018-06-24,44,RI
2018-07-01,36,RI
2018-07-08,41,RI
2018-07-15,43,RI
2018-07-22,43,RI
2018-07-29,33,RI
2018-08-05,39,RI
2018-08-12,36,RI
2018-08-19,46,RI
2018-08-26,36,RI
2018-09-02,38,RI
2018-09-09,27,RI
2018-09-16,33,RI
2018-09-23,41,RI
2018-09-30,36,RI
2018-10-07,31,RI
2018-10-14,39,RI
2018-10-21,33,RI
2018-10-28,35,RI
2018-11-04,30,RI
2018-11-11,34,RI
2018-11-18,30,RI
2018-11-25,37,RI
2018-12-02,51,RI
2018-12-09,39,RI
2018-12-16,43,RI
2018-12-23,42,RI
2018-12-30,35,RI
2015-01-04,95,SC
2015-01-11,83,SC
2015-01-18,89,SC
2015-01-25,81,SC
2015-02-01,86,SC
2015-02-08,80,SC
2015-02-15,88,SC
2015-02-22,76,SC
2015-03-01,85,SC
2015-03-08,85,SC
2015-03-15,73,SC
2015-03-22,86,SC
2015-03-29,92,SC
2015-04-05,88,SC
2015-04-12,80,SC
2015-04-19,78,SC
2015-04-26,82,SC
2015-05-03,74,SC
2015-05-10,82,SC
2015-05-17,74,SC
2015-05-24,84,SC
2015-05-31,87,SC
2015-06-07,83,SC
2015-06-14,81,SC
2015-06-21,80,SC
2015-06-28,94,SC
2015-07-05,89,SC
2015-07-12,82,SC
2015-07-19,97,SC
2015-07-26,96,SC
2015-08-02,86,SC
2015-08-09,97,SC
2015-08-16,87,SC
2015-08-23,93,SC
2015-08-30,82,SC
2015-09-06,78,SC
2015-09-13,84,SC
2015-09-20,83,SC
2015-09-27,83,SC
2015-10-04,87,SC
2015-10-11,84,SC
2015-10-18,81,SC
2015-10-25,81,SC
2015-11-01,87,SC
2015-11-08,82,SC
2015-11-15,89,SC
2015-11-22,100,SC
2015-11-29,90,SC
2015-12-06,97,SC
2015-12-13,90,SC
2015-12-20,89,SC
2015-12-27,87,SC
2016-01-03,70,SC
2016-01-10,60,SC
2016-01-17,70,SC
2016-01-24,59,SC
2016-01-31,62,SC
2016-02-07,60,SC
2016-02-14,62,SC
2016-02-21,74,SC
2016-02-28,63,SC
2016-03-06,61,SC
2016-03-13,64,SC
2016-03-20,60,SC
2016-03-27,67,SC
2016-04-03,53,SC
2016-04-10,67,SC
2016-04-17,56,SC
2016-04-24,57,SC
2016-05-01,65,SC
2016-05-08,64,SC
2016-05-15,70,SC
2016-05-22,63,SC
2016-05-29,66,SC
2016-06-05,70,SC
2016-06-12,54,SC
2016-06-19,69,SC
2016-06-26,62,SC
2016-07-03,59,SC
2016-07-10,66,SC
2016-07-17,68,SC
2016-07-24,64,SC
2016-07-31,71,SC
2016-08-07,59,SC
2016-08-14,60,SC
2016-08-21,56,SC
2016-08-28,58,SC
2016-09-04,58,SC
2016-09-11,48,SC
2016-09-18,55,SC
2016-09-25,53,SC
2016-10-02,48,SC
2016-10-09,57,SC
2016-10-16,57,SC
2016-10-23,52,SC
2016-10-30,55,SC
2016-11-06,53,SC
2016-11-13,62,SC
2016-11-20,69,SC
2016-11-27,62,SC
2016-12-04,70,SC
2016-12-11,73,SC
2016-12-18,64,SC
2016-12-25,57,SC
2017-01-01,57,SC
2017-01-08,60,SC
2017-01-15,55,SC
2017-01-22,57,SC
2017-01-29,62,SC
2017-02-05,47,SC
2017-02-12,54,SC
2017-02-19,50,SC
2017-02-26,61,SC
2017-03-05,63,SC
2017-03-12,64,SC
2017-03-19,63,SC
2017-03-26,56,SC
2017-04-02,54,SC
2017-04-09,58,SC
2017-04-16,60,SC
2017-04-23,59,SC
2017-04-30,65,SC
2017-05-07,65,SC
2017-05-14,58,SC
2017-05-21,52,SC
2017-05-28,58,SC
2017-06-04,63,SC
2017-06-11,61,SC
2017-06-18,65,SC
2017-06-25,53,SC
2017-07-02,60,SC
2017-07-09,67,SC
2017-07-16,60,SC
2017-07-23,63,SC
2017-07-30,66,SC
2017-08-06,67,SC
2017-08-13,66,SC
2017-08-20,48,SC
2017-08-27,54,SC
2017-09-03,53,SC
2017-09-10,61,SC
2017-09-17,52,SC
2017-09-24,58,SC
2017-10-01,56,SC
2017-10-08,55,SC
2017-10-15,55,SC
2017-10-22,55,SC
2017-10-29,52,SC
2017-11-05,50,SC
2017-11-12,61,SC
2017-11-19,69,SC
2017-11-26,70,SC
2017-12-03,58,SC
2017-12-10,68,SC
2017-12-17,58,SC
2017-12-24,56,SC
2017-12-31,47,SC
2018-01-07,51,SC
2018-01-14,43,SC
2018-01-21,54,SC
2018-01-28,46,SC
2018-02-04,52,SC
2018-02-11,50,SC
2018-02-18,54,SC
2018-02-25,50,SC
2018-03-04,53,SC
2018-03-11,46,SC
2018-03-18,51,SC
2018-03-25,49,SC
2018-04-01,50,SC
2018-04-08,47,SC
2018-04-15,50,SC
2018-04-22,52,SC
2018-04-29,48,SC
2018-05-06,44,SC
2018-05-13,43,SC
2018-05-20,50,SC
2018-05-27,52,SC
2018-06-03,48,SC
2018-06-10,56,SC
2018-06-17,47,SC
2018-06-24,47,SC
2018-07-01,45,SC
2018-07-08,54,SC
2018-07-15,55,SC
2018-07-22,52,SC
2018-07-29,51,SC
2018-08-05,51,SC
2018-08-12,47,SC
2018-08-19,48,SC
2018-08-26,42,SC
2018-09-02,42,SC
2018-09-09,36,SC
2018-09-16,43,SC
2018-09-23,43,SC
2018-09-30,46,SC
2018-10-07,43,SC
2018-10-14,45,SC
2018-10-21,39,SC
2018-10-28,42,SC
2018-11-04,43,SC
2018-11-11,47,SC
2018-11-18,47,SC
2018-11-25,50,SC
2018-12-02,52,SC
2018-12-09,41,SC
2018-12-16,47,SC
2018-12-23,43,SC
2018-12-30,42,SC
2015-01-04,89,SD
2015-01-11,69,SD
2015-01-18,69,SD
2015-01-25,77,SD
2015-02-01,80,SD
2015-02-08,100,SD
2015-02-15,86,SD
2015-02-22,73,SD
2015-03-01,86,SD
2015-03-08,71,SD
2015-03-15,48,SD
2015-03-22,53,SD
2015-03-29,89,SD
2015-04-05,72,SD
2015-04-12,59,SD
2015-04-19,66,SD
2015-04-26,73,SD
2015-05-03,74,SD
2015-05-10,83,SD
2015-05-17,82,SD
2015-05-24,76,SD
2015-05-31,97,SD
2015-06-07,95,SD
2015-06-14,65,SD
2015-06-21,67,SD
2015-06-28,78,SD
2015-07-05,80,SD
2015-07-12,75,SD
2015-07-19,77,SD
2015-07-26,88,SD
2015-08-02,78,SD
2015-08-09,91,SD
2015-08-16,69,SD
2015-08-23,63,SD
2015-08-30,66,SD
2015-09-06,79,SD
2015-09-13,68,SD
2015-09-20,63,SD
2015-09-27,51,SD
2015-10-04,74,SD
2015-10-11,63,SD
2015-10-18,64,SD
2015-10-25,54,SD
2015-11-01,60,SD
2015-11-08,64,SD
2015-11-15,65,SD
2015-11-22,98,SD
2015-11-29,73,SD
2015-12-06,58,SD
2015-12-13,75,SD
2015-12-20,72,SD
2015-12-27,71,SD
2016-01-03,45,SD
2016-01-10,62,SD
2016-01-17,58,SD
2016-01-24,67,SD
2016-01-31,48,SD
2016-02-07,55,SD
2016-02-14,65,SD
2016-02-21,62,SD
2016-02-28,51,SD
2016-03-06,70,SD
2016-03-13,45,SD
2016-03-20,57,SD
2016-03-27,56,SD
2016-04-03,44,SD
2016-04-10,46,SD
2016-04-17,44,SD
2016-04-24,65,SD
2016-05-01,54,SD
2016-05-08,31,SD
2016-05-15,43,SD
2016-05-22,54,SD
2016-05-29,62,SD
2016-06-05,50,SD
2016-06-12,48,SD
2016-06-19,64,SD
2016-06-26,57,SD
2016-07-03,54,SD
2016-07-10,44,SD
2016-07-17,44,SD
2016-07-24,49,SD
2016-07-31,61,SD
2016-08-07,68,SD
2016-08-14,71,SD
2016-08-21,49,SD
2016-08-28,53,SD
2016-09-04,49,SD
2016-09-11,56,SD
2016-09-18,46,SD
2016-09-25,40,SD
2016-10-02,51,SD
2016-10-09,54,SD
2016-10-16,63,SD
2016-10-23,44,SD
2016-10-30,43,SD
2016-11-06,40,SD
2016-11-13,58,SD
2016-11-20,66,SD
2016-11-27,46,SD
2016-12-04,51,SD
2016-12-11,44,SD
2016-12-18,57,SD
2016-12-25,62,SD
2017-01-01,49,SD
2017-01-08,54,SD
2017-01-15,36,SD
2017-01-22,51,SD
2017-01-29,46,SD
2017-02-05,50,SD
2017-02-12,44,SD
2017-02-19,42,SD
2017-02-26,43,SD
2017-03-05,40,SD
2017-03-12,53,SD
2017-03-19,42,SD
2017-03-26,46,SD
2017-04-02,58,SD
2017-04-09,46,SD
2017-04-16,47,SD
2017-04-23,72,SD
2017-04-30,45,SD
2017-05-07,47,SD
2017-05-14,53,SD
2017-05-21,46,SD
2017-05-28,56,SD
2017-06-04,39,SD
2017-06-11,39,SD
2017-06-18,68,SD
2017-06-25,33,SD
2017-07-02,40,SD
2017-07-09,53,SD
2017-07-16,51,SD
2017-07-23,39,SD
2017-07-30,64,SD
2017-08-06,51,SD
2017-08-13,66,SD
2017-08-20,50,SD
2017-08-27,33,SD
2017-09-03,50,SD
2017-09-10,48,SD
2017-09-17,37,SD
2017-09-24,44,SD
2017-10-01,59,SD
2017-10-08,47,SD
2017-10-15,48,SD
2017-10-22,48,SD
2017-10-29,39,SD
2017-11-05,43,SD
2017-11-12,49,SD
2017-11-19,57,SD
2017-11-26,46,SD
2017-12-03,56,SD
2017-12-10,54,SD
2017-12-17,58,SD
2017-12-24,47,SD
2017-12-31,61,SD
2018-01-07,49,SD
2018-01-14,46,SD
2018-01-21,39,SD
2018-01-28,48,SD
2018-02-04,48,SD
2018-02-11,39,SD
2018-02-18,49,SD
2018-02-25,39,SD
2018-03-04,51,SD
2018-03-11,58,SD
2018-03-18,50,SD
2018-03-25,38,SD
2018-04-01,47,SD
2018-04-08,50,SD
2018-04-15,50,SD
2018-04-22,60,SD
2018-04-29,40,SD
2018-05-06,44,SD
2018-05-13,39,SD
2018-05-20,44,SD
2018-05-27,46,SD
2018-06-03,43,SD
2018-06-10,42,SD
2018-06-17,44,SD
2018-06-24,37,SD
2018-07-01,39,SD
2018-07-08,39,SD
2018-07-15,46,SD
2018-07-22,28,SD
2018-07-29,38,SD
2018-08-05,48,SD
2018-08-12,44,SD
2018-08-19,37,SD
2018-08-26,41,SD
2018-09-02,30,SD
2018-09-09,35,SD
2018-09-16,46,SD
2018-09-23,39,SD
2018-09-30,32,SD
2018-10-07,38,SD
2018-10-14,28,SD
2018-10-21,31,SD
2018-10-28,29,SD
2018-11-04,44,SD
2018-11-11,39,SD
2018-11-18,43,SD
2018-11-25,43,SD
2018-12-02,57,SD
2018-12-09,51,SD
2018-12-16,44,SD
2018-12-23,48,SD
2018-12-30,45,SD
2015-01-04,81,TN
2015-01-11,78,TN
2015-01-18,84,TN
2015-01-25,82,TN
2015-02-01,82,TN
2015-02-08,88,TN
2015-02-15,89,TN
2015-02-22,81,TN
2015-03-01,84,TN
2015-03-08,84,TN
2015-03-15,77,TN
2015-03-22,79,TN
2015-03-29,71,TN
2015-04-05,75,TN
2015-04-12,73,TN
2015-04-19,80,TN
2015-04-26,69,TN
2015-05-03,74,TN
2015-05-10,77,TN
2015-05-17,75,TN
2015-05-24,77,TN
2015-05-31,79,TN
2015-06-07,84,TN
2015-06-14,74,TN
2015-06-21,80,TN
2015-06-28,82,TN
2015-07-05,87,TN
2015-07-12,77,TN
2015-07-19,70,TN
2015-07-26,87,TN
2015-08-02,79,TN
2015-08-09,82,TN
2015-08-16,83,TN
2015-08-23,78,TN
2015-08-30,76,TN
2015-09-06,73,TN
2015-09-13,75,TN
2015-09-20,78,TN
2015-09-27,73,TN
2015-10-04,84,TN
2015-10-11,83,TN
2015-10-18,73,TN
2015-10-25,79,TN
2015-11-01,78,TN
2015-11-08,77,TN
2015-11-15,79,TN
2015-11-22,90,TN
2015-11-29,93,TN
2015-12-06,88,TN
2015-12-13,100,TN
2015-12-20,86,TN
2015-12-27,80,TN
2016-01-03,63,TN
2016-01-10,66,TN
2016-01-17,71,TN
2016-01-24,66,TN
2016-01-31,66,TN
2016-02-07,71,TN
2016-02-14,70,TN
2016-02-21,71,TN
2016-02-28,76,TN
2016-03-06,68,TN
2016-03-13,64,TN
2016-03-20,72,TN
2016-03-27,65,TN
2016-04-03,67,TN
2016-04-10,62,TN
2016-04-17,55,TN
2016-04-24,60,TN
2016-05-01,58,TN
2016-05-08,59,TN
2016-05-15,60,TN
2016-05-22,64,TN
2016-05-29,60,TN
2016-06-05,64,TN
2016-06-12,62,TN
2016-06-19,67,TN
2016-06-26,69,TN
2016-07-03,56,TN
2016-07-10,68,TN
2016-07-17,64,TN
2016-07-24,63,TN
2016-07-31,61,TN
2016-08-07,54,TN
2016-08-14,62,TN
2016-08-21,60,TN
2016-08-28,56,TN
2016-09-04,58,TN
2016-09-11,56,TN
2016-09-18,55,TN
2016-09-25,55,TN
2016-10-02,57,TN
2016-10-09,58,TN
2016-10-16,56,TN
2016-10-23,59,TN
2016-10-30,50,TN
2016-11-06,53,TN
2016-11-13,56,TN
2016-11-20,64,TN
2016-11-27,68,TN
2016-12-04,64,TN
2016-12-11,65,TN
2016-12-18,64,TN
2016-12-25,62,TN
2017-01-01,57,TN
2017-01-08,58,TN
2017-01-15,56,TN
2017-01-22,58,TN
2017-01-29,62,TN
2017-02-05,54,TN
2017-02-12,65,TN
2017-02-19,61,TN
2017-02-26,59,TN
2017-03-05,59,TN
2017-03-12,61,TN
2017-03-19,62,TN
2017-03-26,57,TN
2017-04-02,60,TN
2017-04-09,55,TN
2017-04-16,58,TN
2017-04-23,61,TN
2017-04-30,61,TN
2017-05-07,60,TN
2017-05-14,55,TN
2017-05-21,59,TN
2017-05-28,59,TN
2017-06-04,56,TN
2017-06-11,57,TN
2017-06-18,64,TN
2017-06-25,62,TN
2017-07-02,58,TN
2017-07-09,56,TN
2017-07-16,59,TN
2017-07-23,63,TN
2017-07-30,63,TN
2017-08-06,68,TN
2017-08-13,59,TN
2017-08-20,57,TN
2017-08-27,63,TN
2017-09-03,57,TN
2017-09-10,50,TN
2017-09-17,54,TN
2017-09-24,57,TN
2017-10-01,52,TN
2017-10-08,65,TN
2017-10-15,57,TN
2017-10-22,57,TN
2017-10-29,54,TN
2017-11-05,58,TN
2017-11-12,58,TN
2017-11-19,57,TN
2017-11-26,58,TN
2017-12-03,64,TN
2017-12-10,63,TN
2017-12-17,56,TN
2017-12-24,56,TN
2017-12-31,50,TN
2018-01-07,53,TN
2018-01-14,50,TN
2018-01-21,53,TN
2018-01-28,52,TN
2018-02-04,51,TN
2018-02-11,46,TN
2018-02-18,51,TN
2018-02-25,55,TN
2018-03-04,55,TN
2018-03-11,52,TN
2018-03-18,51,TN
2018-03-25,51,TN
2018-04-01,50,TN
2018-04-08,51,TN
2018-04-15,50,TN
2018-04-22,53,TN
2018-04-29,51,TN
2018-05-06,42,TN
2018-05-13,50,TN
2018-05-20,51,TN
2018-05-27,48,TN
2018-06-03,53,TN
2018-06-10,53,TN
2018-06-17,52,TN
2018-06-24,51,TN
2018-07-01,54,TN
2018-07-08,53,TN
2018-07-15,47,TN
2018-07-22,47,TN
2018-07-29,48,TN
2018-08-05,49,TN
2018-08-12,46,TN
2018-08-19,44,TN
2018-08-26,46,TN
2018-09-02,40,TN
2018-09-09,40,TN
2018-09-16,45,TN
2018-09-23,44,TN
2018-09-30,43,TN
2018-10-07,44,TN
2018-10-14,46,TN
2018-10-21,46,TN
2018-10-28,44,TN
2018-11-04,42,TN
2018-11-11,48,TN
2018-11-18,49,TN
2018-11-25,51,TN
2018-12-02,46,TN
2018-12-09,50,TN
2018-12-16,51,TN
2018-12-23,44,TN
2018-12-30,48,TN
2015-01-04,100,TX
2015-01-11,96,TX
2015-01-18,95,TX
2015-01-25,92,TX
2015-02-01,91,TX
2015-02-08,91,TX
2015-02-15,97,TX
2015-02-22,97,TX
2015-03-01,97,TX
2015-03-08,100,TX
2015-03-15,97,TX
2015-03-22,96,TX
2015-03-29,87,TX
2015-04-05,89,TX
2015-04-12,91,TX
2015-04-19,95,TX
2015-04-26,91,TX
2015-05-03,89,TX
2015-05-10,87,TX
2015-05-17,94,TX
2015-05-24,92,TX
2015-05-31,91,TX
2015-06-07,97,TX
2015-06-14,100,TX
2015-06-21,94,TX
2015-06-28,88,TX
2015-07-05,86,TX
2015-07-12,91,TX
2015-07-19,91,TX
2015-07-26,91,TX
2015-08-02,91,TX
2015-08-09,92,TX
2015-08-16,94,TX
2015-08-23,89,TX
2015-08-30,86,TX
2015-09-06,86,TX
2015-09-13,87,TX
2015-09-20,82,TX
2015-09-27,80,TX
2015-10-04,84,TX
2015-10-11,86,TX
2015-10-18,87,TX
2015-10-25,85,TX
2015-11-01,81,TX
2015-11-08,84,TX
2015-11-15,80,TX
2015-11-22,90,TX
2015-11-29,91,TX
2015-12-06,91,TX
2015-12-13,96,TX
2015-12-20,92,TX
2015-12-27,86,TX
2016-01-03,74,TX
2016-01-10,73,TX
2016-01-17,70,TX
2016-01-24,76,TX
2016-01-31,74,TX
2016-02-07,73,TX
2016-02-14,76,TX
2016-02-21,77,TX
2016-02-28,75,TX
2016-03-06,73,TX
2016-03-13,70,TX
2016-03-20,71,TX
2016-03-27,73,TX
2016-04-03,68,TX
2016-04-10,71,TX
2016-04-17,69,TX
2016-04-24,68,TX
2016-05-01,67,TX
2016-05-08,65,TX
2016-05-15,66,TX
2016-05-22,69,TX
2016-05-29,72,TX
2016-06-05,70,TX
2016-06-12,71,TX
2016-06-19,68,TX
2016-06-26,69,TX
2016-07-03,69,TX
2016-07-10,69,TX
2016-07-17,70,TX
2016-07-24,70,TX
2016-07-31,71,TX
2016-08-07,70,TX
2016-08-14,68,TX
2016-08-21,68,TX
2016-08-28,66,TX
2016-09-04,64,TX
2016-09-11,65,TX
2016-09-18,63,TX
2016-09-25,63,TX
2016-10-02,63,TX
2016-10-09,64,TX
2016-10-16,64,TX
2016-10-23,58,TX
2016-10-30,59,TX
2016-11-06,59,TX
2016-11-13,65,TX
2016-11-20,72,TX
2016-11-27,68,TX
2016-12-04,72,TX
2016-12-11,70,TX
2016-12-18,66,TX
2016-12-25,67,TX
2017-01-01,63,TX
2017-01-08,62,TX
2017-01-15,63,TX
2017-01-22,61,TX
2017-01-29,61,TX
2017-02-05,58,TX
2017-02-12,60,TX
2017-02-19,64,TX
2017-02-26,67,TX
2017-03-05,64,TX
2017-03-12,67,TX
2017-03-19,62,TX
2017-03-26,63,TX
2017-04-02,61,TX
2017-04-09,65,TX
2017-04-16,60,TX
2017-04-23,64,TX
2017-04-30,66,TX
2017-05-07,65,TX
2017-05-14,62,TX
2017-05-21,68,TX
2017-05-28,75,TX
2017-06-04,87,TX
2017-06-11,82,TX
2017-06-18,80,TX
2017-06-25,75,TX
2017-07-02,80,TX
2017-07-09,76,TX
2017-07-16,84,TX
2017-07-23,74,TX
2017-07-30,72,TX
2017-08-06,70,TX
2017-08-13,65,TX
2017-08-20,67,TX
2017-08-27,63,TX
2017-09-03,74,TX
2017-09-10,69,TX
2017-09-17,60,TX
2017-09-24,62,TX
2017-10-01,57,TX
2017-10-08,58,TX
2017-10-15,62,TX
2017-10-22,62,TX
2017-10-29,57,TX
2017-11-05,57,TX
2017-11-12,65,TX
2017-11-19,68,TX
2017-11-26,65,TX
2017-12-03,68,TX
2017-12-10,70,TX
2017-12-17,64,TX
2017-12-24,61,TX
2017-12-31,58,TX
2018-01-07,61,TX
2018-01-14,60,TX
2018-01-21,57,TX
2018-01-28,58,TX
2018-02-04,53,TX
2018-02-11,55,TX
2018-02-18,59,TX
2018-02-25,60,TX
2018-03-04,57,TX
2018-03-11,60,TX
2018-03-18,58,TX
2018-03-25,57,TX
2018-04-01,56,TX
2018-04-08,57,TX
2018-04-15,54,TX
2018-04-22,54,TX
2018-04-29,55,TX
2018-05-06,55,TX
2018-05-13,53,TX
2018-05-20,51,TX
2018-05-27,55,TX
2018-06-03,56,TX
2018-06-10,57,TX
2018-06-17,53,TX
2018-06-24,55,TX
2018-07-01,56,TX
2018-07-08,56,TX
2018-07-15,57,TX
2018-07-22,52,TX
2018-07-29,54,TX
